Generation	Ne	Frequency	WT	HET	HOM	Fit(WT)	Fit(HET)	Fit(HOM)	Replicate
58001	34039	0.161991	23940	9170	929	1	1	1	85
58002	17481	0.1846	11919	4670	892	0.5	0.5	1	85
58003	17699	0.214108	11317	5185	1197	0.5	0.5	1	85
58004	17729	0.249986	10393	5808	1528	0.5	0.5	1	85
58005	18154	0.293296	9614	6431	2109	0.5	0.5	1	85
58006	34039	0.292694	17091	13970	2978	1	1	1	85
58007	34039	0.29312	16909	14305	2825	1	1	1	85
58008	34039	0.292091	17101	13991	2947	1	1	1	85
58009	34039	0.294133	16949	14156	2934	1	1	1	85
58010	34039	0.296439	16801	14295	2943	1	1	1	85
58011	34039	0.296439	16829	14239	2971	1	1	1	85
58012	34039	0.295617	16831	14291	2917	1	1	1	85
58013	34039	0.297379	16805	14223	3011	1	1	1	85
58014	34039	0.296248	16830	14250	2959	1	1	1	85
58015	34039	0.296983	16853	14154	3032	1	1	1	85
58016	34039	0.299891	16660	14342	3037	1	1	1	85
58000	34039	0.160434	23992	9172	875	1	1	1	88
58001	34039	0.162666	23866	9272	901	1	1	1	88
58002	17492	0.1874	11862	4704	926	0.5	0.5	1	88
58003	17572	0.210875	11309	5115	1148	0.5	0.5	1	88
58004	17942	0.246349	10612	5820	1510	0.5	0.5	1	88
58005	18026	0.290303	9638	6310	2078	0.5	0.5	1	88
58006	34039	0.289036	17200	14001	2838	1	1	1	88
58007	34039	0.288463	17249	13942	2848	1	1	1	88
58008	34039	0.288786	17186	14046	2807	1	1	1	88
58009	34039	0.289183	17148	14095	2796	1	1	1	88
58010	34039	0.288816	17238	13940	2861	1	1	1	88
58011	34039	0.290858	17082	14113	2844	1	1	1	88
58012	34039	0.288081	17184	14098	2757	1	1	1	88
58013	34039	0.289374	17154	14070	2815	1	1	1	88
58014	34039	0.292899	17085	13968	2986	1	1	1	88
58015	34039	0.294119	17009	14037	2993	1	1	1	88
58016	34039	0.294339	16943	14154	2942	1	1	1	88
58000	34039	0.160434	23992	9172	875	1	1	1	87
58001	34039	0.163107	23823	9328	888	1	1	1	87
58002	17402	0.185496	11888	4572	942	0.5	0.5	1	87
58003	17518	0.207986	11345	5059	1114	0.5	0.5	1	87
58004	17778	0.242744	10674	5577	1527	0.5	0.5	1	87
58005	18035	0.286582	9713	6307	2015	0.5	0.5	1	87
58006	34039	0.285334	17318	14017	2704	1	1	1	87
58007	34039	0.28576	17346	13932	2761	1	1	1	87
58008	34039	0.284908	17435	13812	2792	1	1	1	87
58009	34039	0.283866	17503	13747	2789	1	1	1	87
58010	34039	0.284864	17429	13827	2783	1	1	1	87
58011	34039	0.288155	17272	13917	2850	1	1	1	87
58012	34039	0.290755	17184	13916	2939	1	1	1	87
58013	34039	0.292121	17025	14141	2873	1	1	1	87
58014	34039	0.29052	17131	14038	2870	1	1	1	87
58015	34039	0.294016	16973	14116	2950	1	1	1	87
58016	34039	0.292209	17018	14149	2872	1	1	1	87
58000	34039	0.160434	23992	9172	875	1	1	1	89
58001	34039	0.160345	24030	9102	907	1	1	1	89
58002	17337	0.181923	11863	4640	834	0.5	0.5	1	89
58003	17563	0.208023	11374	5071	1118	0.5	0.5	1	89
58004	17702	0.238306	10675	5617	1410	0.5	0.5	1	89
58005	17956	0.278431	9857	6199	1900	0.5	0.5	1	89
58006	34039	0.277035	17699	13820	2520	1	1	1	89
58007	34039	0.27351	17886	13686	2467	1	1	1	89
58008	34039	0.274465	17917	13559	2563	1	1	1	89
58009	34039	0.271145	18098	13423	2518	1	1	1	89
58010	34039	0.273128	18023	13438	2578	1	1	1	89
58011	34039	0.272922	17983	13532	2524	1	1	1	89
58012	34039	0.274112	17909	13599	2531	1	1	1	89
58013	34039	0.273627	17938	13574	2527	1	1	1	89
58014	34039	0.274567	17894	13598	2547	1	1	1	89
58015	34039	0.272144	18056	13439	2544	1	1	1	89
58016	34039	0.272643	18028	13461	2550	1	1	1	89
58000	34039	0.160434	23992	9172	875	1	1	1	90
58001	34039	0.159714	24081	9043	915	1	1	1	90
58002	17432	0.179555	11999	4606	827	0.5	0.5	1	90
58003	17647	0.204879	11501	5061	1085	0.5	0.5	1	90
58004	17632	0.237721	10660	5561	1411	0.5	0.5	1	90
58005	17954	0.282639	9806	6147	2001	0.5	0.5	1	90
58006	34039	0.28319	17490	13819	2730	1	1	1	90
58007	34039	0.283704	17561	13642	2836	1	1	1	90
58008	34039	0.283557	17476	13822	2741	1	1	1	90
58009	34039	0.279327	17686	13690	2663	1	1	1	90
58010	34039	0.28153	17571	13770	2698	1	1	1	90
58011	34039	0.282059	17543	13790	2706	1	1	1	90
58012	34039	0.283513	17524	13729	2786	1	1	1	90
58013	34039	0.280179	17636	13732	2671	1	1	1	90
58014	34039	0.279194	17719	13633	2687	1	1	1	90
58015	34039	0.278372	17712	13703	2624	1	1	1	90
58016	34039	0.278298	17750	13632	2657	1	1	1	90
58000	34039	0.160434	23992	9172	875	1	1	1	91
58001	34039	0.162138	23895	9250	894	1	1	1	91
58002	17348	0.180424	11925	4586	837	0.5	0.5	1	91
58003	17576	0.207897	11324	5196	1056	0.5	0.5	1	91
58004	17589	0.244983	10509	5542	1538	0.5	0.5	1	91
58005	18030	0.286522	9672	6384	1974	0.5	0.5	1	91
58006	34039	0.286054	17388	13828	2823	1	1	1	91
58007	34039	0.290417	17125	14057	2857	1	1	1	91
58008	34039	0.287024	17320	13898	2821	1	1	1	91
58009	34039	0.287171	17313	13902	2824	1	1	1	91
58010	34039	0.284938	17377	13926	2736	1	1	1	91
58011	34039	0.284086	17514	13710	2815	1	1	1	91
58012	34039	0.28485	17443	13800	2796	1	1	1	91
58013	34039	0.286539	17281	14009	2749	1	1	1	91
58014	34039	0.288845	17169	14076	2794	1	1	1	91
58015	34039	0.291137	17073	14112	2854	1	1	1	91
58016	34039	0.291768	17101	14013	2925	1	1	1	91
58000	34039	0.160434	23992	9172	875	1	1	1	92
58001	34039	0.161036	23937	9241	861	1	1	1	92
58002	17457	0.182735	11938	4658	861	0.5	0.5	1	92
58003	17609	0.209637	11373	5089	1147	0.5	0.5	1	92
58004	17822	0.247868	10575	5659	1588	0.5	0.5	1	92
58005	18105	0.291605	9599	6453	2053	0.5	0.5	1	92
58006	34039	0.290725	17120	14046	2873	1	1	1	92
58007	34039	0.289991	17173	13990	2876	1	1	1	92
58008	34039	0.288537	17209	14017	2813	1	1	1	92
58009	34039	0.289682	17194	13969	2876	1	1	1	92
58010	34039	0.288948	17209	13989	2841	1	1	1	92
58011	34039	0.284629	17382	13937	2720	1	1	1	92
58012	34039	0.283542	17349	14077	2613	1	1	1	92
58013	34039	0.283616	17490	13790	2759	1	1	1	92
58014	34039	0.284953	17384	13911	2744	1	1	1	92
58015	34039	0.286701	17334	13892	2813	1	1	1	92
58016	34039	0.285805	17378	13865	2796	1	1	1	92
58000	34039	0.160434	23992	9172	875	1	1	1	93
58001	34039	0.160404	23993	9172	874	1	1	1	93
58002	17327	0.175766	12056	4451	820	0.5	0.5	1	93
58003	17558	0.202073	11497	5026	1035	0.5	0.5	1	93
58004	17749	0.231196	10903	5485	1361	0.5	0.5	1	93
58005	17940	0.269565	10105	5998	1837	0.5	0.5	1	93
58006	34039	0.273187	17961	13558	2520	1	1	1	93
58007	34039	0.273128	17984	13516	2539	1	1	1	93
58008	34039	0.272232	17973	13599	2467	1	1	1	93
58009	34039	0.274083	17963	13493	2583	1	1	1	93
58010	34039	0.274435	17928	13539	2572	1	1	1	93
58011	34039	0.274582	17916	13553	2570	1	1	1	93
58012	34039	0.274744	17990	13394	2655	1	1	1	93
58013	34039	0.274274	17968	13470	2601	1	1	1	93
58014	34039	0.273275	17997	13480	2562	1	1	1	93
58015	34039	0.274171	17940	13533	2566	1	1	1	93
58016	34039	0.273539	17936	13584	2519	1	1	1	93
58000	34039	0.160434	23992	9172	875	1	1	1	94
58001	34039	0.162064	23881	9283	875	1	1	1	94
58002	17315	0.177967	12000	4467	848	0.5	0.5	1	94
58003	17445	0.201347	11470	4925	1050	0.5	0.5	1	94
58004	17626	0.233689	10796	5422	1408	0.5	0.5	1	94
58005	18040	0.275915	9984	6157	1899	0.5	0.5	1	94
58006	34039	0.273818	17889	13659	2491	1	1	1	94
58007	34039	0.272437	18045	13441	2553	1	1	1	94
58008	34039	0.271762	18019	13539	2481	1	1	1	94
58009	34039	0.26853	18197	13403	2439	1	1	1	94
58010	34039	0.270146	18169	13349	2521	1	1	1	94
58011	34039	0.268662	18136	13516	2387	1	1	1	94
58012	34039	0.266107	18329	13304	2406	1	1	1	94
58013	34039	0.267282	18228	13426	2385	1	1	1	94
58014	34039	0.266121	18315	13331	2393	1	1	1	94
58015	34039	0.267443	18219	13433	2387	1	1	1	94
58016	34039	0.269235	18194	13361	2484	1	1	1	94
58000	34039	0.160434	23992	9172	875	1	1	1	95
58001	34039	0.160786	23997	9138	904	1	1	1	95
58002	17432	0.179325	12043	4526	863	0.5	0.5	1	95
58003	17502	0.201691	11501	4942	1059	0.5	0.5	1	95
58004	17660	0.229728	10953	5300	1407	0.5	0.5	1	95
58005	17859	0.271208	10028	5975	1856	0.5	0.5	1	95
58006	34039	0.271453	18177	13244	2618	1	1	1	95
58007	34039	0.27445	17943	13508	2588	1	1	1	95
58008	34039	0.275684	17830	13650	2559	1	1	1	95
58009	34039	0.276154	17874	13530	2635	1	1	1	95
58010	34039	0.275008	17883	13590	2566	1	1	1	95
58011	34039	0.27633	17832	13602	2605	1	1	1	95
58012	34039	0.276874	17752	13725	2562	1	1	1	95
58013	34039	0.273833	17947	13542	2550	1	1	1	95
58014	34039	0.27492	17878	13606	2555	1	1	1	95
58015	34039	0.27655	17844	13563	2632	1	1	1	95
58016	34039	0.276448	17789	13680	2570	1	1	1	95
58000	34039	0.160434	23992	9172	875	1	1	1	96
58001	34039	0.161535	23997	9087	955	1	1	1	96
58002	17628	0.182749	12069	4675	884	0.5	0.5	1	96
58003	17507	0.214	11180	5161	1166	0.5	0.5	1	96
58004	17866	0.249076	10536	5760	1570	0.5	0.5	1	96
58005	18050	0.295845	9531	6358	2161	0.5	0.5	1	96
58006	34039	0.294265	16887	14271	2881	1	1	1	96
58007	34039	0.292194	17019	14148	2872	1	1	1	96
58008	34039	0.29478	16940	14130	2969	1	1	1	96
58009	34039	0.295088	16897	14195	2947	1	1	1	96
58010	34039	0.295191	16936	14110	2993	1	1	1	96
58011	34039	0.297497	16767	14291	2981	1	1	1	96
58012	34039	0.296807	16831	14210	2998	1	1	1	96
58013	34039	0.295749	16902	14140	2997	1	1	1	96
58014	34039	0.292885	17009	14121	2909	1	1	1	96
58015	34039	0.292238	17117	13949	2973	1	1	1	96
58016	34039	0.29309	16955	14215	2869	1	1	1	96
58000	34039	0.160434	23992	9172	875	1	1	1	97
58001	34039	0.157701	24135	9072	832	1	1	1	97
58002	17469	0.177629	12092	4548	829	0.5	0.5	1	97
58003	17633	0.204957	11484	5070	1079	0.5	0.5	1	97
58004	17676	0.238063	10694	5548	1434	0.5	0.5	1	97
58005	17965	0.279933	9842	6188	1935	0.5	0.5	1	97
58006	34039	0.277799	17753	13660	2626	1	1	1	97
58007	34039	0.278651	17623	13862	2554	1	1	1	97
58008	34039	0.278651	17698	13712	2629	1	1	1	97
58009	34039	0.278166	17702	13737	2600	1	1	1	97
58010	34039	0.279518	17603	13843	2593	1	1	1	97
58011	34039	0.282455	17503	13843	2693	1	1	1	97
58012	34039	0.282191	17467	13933	2639	1	1	1	97
58013	34039	0.284776	17411	13869	2759	1	1	1	97
58014	34039	0.286906	17290	13966	2783	1	1	1	97
58015	34039	0.284718	17442	13811	2786	1	1	1	97
58016	34039	0.284189	17415	13901	2723	1	1	1	97
58000	34039	0.160434	23992	9172	875	1	1	1	98
58001	34039	0.160081	23987	9206	846	1	1	1	98
58002	17267	0.17823	11918	4543	806	0.5	0.5	1	98
58003	17597	0.203728	11522	4980	1095	0.5	0.5	1	98
58004	17801	0.235858	10826	5553	1422	0.5	0.5	1	98
58005	17999	0.278265	9904	6173	1922	0.5	0.5	1	98
58006	34039	0.278342	17698	13733	2608	1	1	1	98
58007	34039	0.278504	17704	13710	2625	1	1	1	98
58008	34039	0.276066	17854	13576	2609	1	1	1	98
58009	34039	0.275713	17850	13608	2581	1	1	1	98
58010	34039	0.275948	17777	13738	2524	1	1	1	98
58011	34039	0.276962	17780	13663	2596	1	1	1	98
58012	34039	0.275625	17849	13616	2574	1	1	1	98
58013	34039	0.270322	18126	13423	2490	1	1	1	98
58014	34039	0.269015	18178	13408	2453	1	1	1	98
58015	34039	0.270734	18078	13491	2470	1	1	1	98
58016	34039	0.270866	18101	13436	2502	1	1	1	98
58000	34039	0.160434	23992	9172	875	1	1	1	99
58001	34039	0.157217	24148	9079	812	1	1	1	99
58002	17480	0.179605	12064	4553	863	0.5	0.5	1	99
58003	17665	0.204727	11563	4971	1131	0.5	0.5	1	99
58004	17701	0.23784	10731	5520	1450	0.5	0.5	1	99
58005	17950	0.278189	9869	6175	1906	0.5	0.5	1	99
58006	34039	0.27445	17851	13692	2496	1	1	1	99
58007	34039	0.273245	17988	13500	2551	1	1	1	99
58008	34039	0.275463	17867	13591	2581	1	1	1	99
58009	34039	0.274376	17903	13593	2543	1	1	1	99
58010	34039	0.274729	17908	13559	2572	1	1	1	99
58011	34039	0.274274	17956	13494	2589	1	1	1	99
58012	34039	0.273451	17997	13468	2574	1	1	1	99
58013	34039	0.273642	17979	13491	2569	1	1	1	99
58014	34039	0.272261	18069	13405	2565	1	1	1	99
58015	34039	0.271732	18002	13575	2462	1	1	1	99
58016	34039	0.272129	18030	13492	2517	1	1	1	99
58000	34039	0.160434	23992	9172	875	1	1	1	100
58001	34039	0.162505	23887	9241	911	1	1	1	100
58002	17360	0.185916	11830	4605	925	0.5	0.5	1	100
58003	17598	0.212183	11293	5142	1163	0.5	0.5	1	100
58004	17662	0.244197	10579	5540	1543	0.5	0.5	1	100
58005	18011	0.287741	9713	6231	2067	0.5	0.5	1	100
58006	34039	0.288801	17205	14007	2827	1	1	1	100
58007	34039	0.287817	17293	13898	2848	1	1	1	100
58008	34039	0.286231	17325	13942	2772	1	1	1	100
58009	34039	0.288023	17333	13804	2902	1	1	1	100
58010	34039	0.286025	17318	13970	2751	1	1	1	100
58011	34039	0.287597	17241	14017	2781	1	1	1	100
58012	34039	0.287229	17326	13872	2841	1	1	1	100
58013	34039	0.285658	17370	13891	2778	1	1	1	100
58014	34039	0.285423	17405	13837	2797	1	1	1	100
58015	34039	0.285995	17414	13780	2845	1	1	1	100
58016	34039	0.288081	17257	13952	2830	1	1	1	100
